id,text,label
CMT_05188,tao coi mà thấy buồn cho anh ghế đỏ,non-toxic
CMT_05189,không màu mè chỉ tập_trung vào chất_lượng,non-toxic
CMT_05190,tao sẽ siết cổ_mày cứ chờ đấy,toxic
CMT_05191,thật_sự bi_den có lợi_thế hơn vì bi_den không phải là tổng_thống đương_nhiệm nên những vấn_đề của những năm vừa_rồi bi_den không phải là người chịu trách_nhiệm nên bi_den có_thể hứa_hẹn nhiều thứ hơn cho người_dân mỹ những điều mà trum_p còn thiếu_sót nhưng về vấn_đề ứng_biến và ngoại_giao cứng_rắn thì ngài trum p tỏ ra dày_dặn hơn,toxic
CMT_05192,gây_mê bằng bo_dy chứ không cần kim tiêm,non-toxic
CMT_05193,lúc_nào việt_nam chúng_tôi z cũng vậy bị trọng_tài bắt ép xin_lỗi được gì ông nên về hưu xóm đi,non-toxic
CMT_05194,ế bền_vững con này điên quá rồi ai bán đồ tốt quá,toxic
CMT_05195,bạn biết bạn gặp người thông_thái khi bạn nghe họ đọc âm_gi tròn vành rõ chữ,non-toxic
CMT_05196,hỏi gì z cũng vậy trả_lời qua_loa,non-toxic
CMT_05197,biết tao sẽ làm_gì không tự chịu trách_nhiệm ngay,toxic
CMT_05198,tai_nạn xe_hơi trên bộ nguy_cơ sống_sót vẫn còn chứ gặp nạn trên không chắc_z cũng vậy giống tai_nạn máy_bay luôn,non-toxic
CMT_05199,ngạc n hiên chưa mày phê_bình hay cơ đấy,toxic
CMT_05200,mày tự n_hiên nghe mệt là sao,toxic
CMT_05201,nhìn mày nhạt tao không nhịn được cười,toxic
CMT_05202,năm đầu thì tiền bay hết làm gì mà có lãi nhân_viên b h_chém ác quá tiền của bạn bắt_đầu lãi phải từ tầm năm thứ nhưng tiền đóng bảo_hiểm nên xác_định là tích_kiệm lâu_dài dùng tiền đó để mua sự an_tâm và nếu bạn rút_tiền ra để hưởng lãi thì bạn sẽ mất hết quyền_lợi bảo_vệ tôi z cũng vậy mua bảo_hiểm và xác_định sẽ không rút_tiền ra cho đến năm tuổi sau năm đó bảo_hiểm không bảo_vệ tôi nữa lúc đó số tiền rút được tôi để cho con phần còn lại tôi tự lo cho bản_thân không dựa_dẫm con_cái,toxic
CMT_05203,suy_nghĩ trước khi nói nói_chuyện lấp_lửng thường nó chỉ đăng duy_nhất một bài và bài đó đủ để nêu hết_ý rồi lấp_lửng cái gì chả_lẽ ngày đăng cả trăm bài để giải_thích rõ từng chi_tiết nhỏ của câu_chuyện à lấy luật_sư ra hù_thiên_hạ đụ xem thêm,non-toxic
CMT_05204,không ra sao kiểu mày chắc là tren d mới nhỉ,toxic
CMT_05205,kiểu gu ru đây rồi của mày chắc độc_nhất_vô_nhị,toxic
CMT_05206,nhìn con cá đã thật xin chúc_mừng các cần thủ,non-toxic
CMT_05207,bình_luận này làm mình thấy không thoải_mái,non-toxic
CMT_05208,xe_bồn chạy kiểu nầy hết ý luôn thôi tôi ở nhà cho lành,non-toxic
CMT_05209,nếu mày còn làm_vậy tao sẽ đạp chết,toxic
CMT_05210,chưa thấy công_ty trung_quốc nào kiện mà toàn thấy người mỹ nhảy_dựng hết lên thế nhỉ,non-toxic
CMT_05211,cái kết đây nhé bắt được rồi chống_trả quyết_liệt url,non-toxic
CMT_05212,đọc tin này buổi sáng thấy vui và yêu_đời hơn,non-toxic
CMT_05213,tóc tiên nói nghe thuyết_phục hg nói chả muốn nghe,non-toxic
CMT_05214,con_bé áo đen kia chắc chơi đồ trước khi lên sân_khấu thì phải,toxic
CMT_05215,ai không thấy em này giỏi thì sẽ học ngoại_ngữ tốt đừng bảo giờ nghĩ giỏi ngoại_ngữ là cái gì đó cao_siêu thì học sẽ dễ chứ nghĩ nó khó thì tâm_lí đó sẽ gây học rất không nhớ,non-toxic
CMT_05216,j oe bi_den dù có không là tổng_thống nhưng ông ấy vẫn cho thấy sự già_dơ và đẳng_cấp hơn trum p,non-toxic
CMT_05217,đường tắc mình muốn mở_rộng đường ở các thành_phố lớn quá nhiều đèn_đỏ có_khi chỉ cách là có cái đèn_đỏ rồi,non-toxic
CMT_05218,tao o đi top thì cái ga me nó dễ quá nên t đi rừng cho nó vui hiểu chưa m muốn lên ran_k thì câm cái mồm vào người ta còn gánh cho t nghe t_z cũng vậy có tâm_trạng đánh và t_z cũng vậy é o muốn thằng em t gánh m m hiểu chưa,non-toxic
CMT_05219,t thề luôn thấy quê tưởng má đẹp lắm hả,non-toxic
CMT_05220,hr v mà xe kia như đồ_chơi trẻ_con thôi,toxic
CMT_05221,đề_xuất đưa môn bơi lội vào làm môn_thể_dục học bắt_buộc từ cấp tiểu_học,non-toxic
CMT_05222,ồ_mày làm trò thế_này thì vô_đối rồi,toxic
CMT_05223,nêu chạy dịch_vụ nên mua đơn_giản vì nó là xe nhật đơn_giản và thực_dụng thực_dụng đến_nỗi không có gì để hỏng,non-toxic
CMT_05224,không nên mua lý_do thì tôi không tiện nói ra ở đây bạn tự tìm_hiểu,non-toxic
CMT_05225,nhỏ áo đen nó bị khùng mà là vậy là z cũng vậy vậy đưa lên truyền_hình chi vậy trời,toxic
CMT_05226,lật ca po con lên thật kinh_hồn bản fu_l mà lòi cái ra không lớp cách nhiệt không cả nắp máy thật là kinh,toxic
CMT_05227,nhìn mày luôn có cái cớ mà buồn_cười ghê,toxic
CMT_05228,cơn bão này không quá mạnh mà cột điện đã gãy hàng_loạt xem_lại chất_lượng cột,non-toxic
CMT_05229,hoài lâm_hát rất hay còn những_ai chê_lời này nọ là vì họ chưa đủ sức thấm thấu_nhạc thôi_nhạc nước_ngoài lời hát còn đơn_giản hơn nhiều đó là chưa kể nếu nghe nhạc không lời quan_trọng là k hả_năng thẩm_thấu của người nghe còn đánh_giá chê rồi quy_chụp cho cả thế_hệ là quá_sức hồ đồ,non-toxic
CMT_05230,về việt_nam đi bác dần sắp về với đất mẹ rồi thì lúc nằm_xuống z cũng vậy phải ngửi mùi đất mẹ để đất mẹ ôm vào lòng đừng nằm trên đất khách quê người lạnh_lẽo lắm cô đớn lắm,non-toxic
CMT_05231,khách du_lịch dễ bị dính quán này lắm nha,toxic
CMT_05232,tụi bay nghĩ đó là giọng con gái à sai_lầm nhỏ đó chỉ có tâm_hồn con gái thôi có cu đó,non-toxic
CMT_05233,thử lần sau sẽ biết lần nữa xem tao không ngại đâu,toxic
CMT_05234,mày sẽ thấy hậu_quả của chặt tay sớm thôi,toxic
CMT_05235,có thời_khắc có_thể gỡ tiếc họ không tận_dụng được li_r đã thể_hiện bản_lĩnh và xứng_đáng giành chiến_thắng họ thật khiếp,non-toxic
CMT_05236,mày trường nào vậy vậy ai dám gần,toxic
CMT_05237,cả ai là vậy là z cũng vậy vậy hùng_biện hay cả,non-toxic
CMT_05238,tôi thấy pháp_luật việt_nam chúng_ta chưa đủ mạnh và nghiêm_minh nếu bắt được những kẻ ăn_cắp xe hoặc trộm cho_nên chặt hai tay của chúng đi còn ai tham_ô trên tỷ nên xử án_tử nếu nhà làm được như_vậy dân mới yên vui,toxic
CMT_05239,khâm_phục mày kỹ_năng đỉnh mà vẫn tự_tin thế,toxic
CMT_05240,mày ba_mẹ có dạy gì không thế_này có vui không,toxic
CMT_05241,vấn_đề là bạn chưa hiểu về nếu tìm được người tư_vấn có tâm thì bạn sẽ hiểu và tự thấy mình cần phải tham_gia,non-toxic
CMT_05242,mày mà bể mũi tao phá nát cuộc_sống mày,toxic
CMT_05243,ngưỡng mộ an_trẻ mà bạn có hiểu_biết rất nhiều,non-toxic
CMT_05244,khi nhận vé đặc_cách tuyên_bố hùng_hồn lắm mà sao lại o_ut sớm thế,non-toxic
CMT_05245,tôi thật_sự tin_tưởng chúng_ta nên giáo_dục giới_tính cho tất_cả các em ngày từ bậc tiểu_học như ở nước_ngoài giáo_dục để các em biết bảo_vệ bản_thân mình và biết tìm_kiếm giúp_đỡ khi gặp những kẻ biến_thái nếu bạn lo_lắng giáo_dục giới_tính sẽ ảnh_hưởng đến sự ngây_thơ của trẻ_em thì bạn đã quá ngây_thơ về ảnh_hưởng của internet đối_với trẻ nhỏ rồi một là bạn hay giáo_viên tâm_lý dạy_dỗ hai là các cháu sẽ tự bắt_chước học_hỏi từ những video xấu trên mạng_đằng nào z cũng vậy không tránh được thì hãy nên chủ_động,toxic
CMT_05246,đào hà_văn_cn anh_chị ơi cẩn_thận nhé ạ,non-toxic
CMT_05247,vậy mà rác củ vẫn đạo_nhạc vậy là rác củ như cái lồn hả rác củ là một bãi c_ức chó là cặn_bã của xã_hội,toxic
CMT_05248,rồi mày sẽ biết liệu_hồn không phải chuyện đùa,toxic
CMT_05249,tao biết nhà mày biết lịch_trình từng giờ là chuyện thường,toxic
CMT_05250,nhớ những ngày mưa_dầm mưa d_ề của mùa lũ miền quê ngày ấy mỗi lần trời mưa_bão là thường cúp có nước sinh_hoạt gần như các hoạt_động dân_sinh bình_thường đều bị tạm ngưng và những con cá đồng mùa lũ là món ăn chính trong mỗi bữa cơm cá_rô bí_kho liu_riu với nghệ_ăn với cơm nóng ngon_ôi thôi rồi thêm cái bánh_tráng nướng và chai rượu gạo là qua được ngày mưa_gió,toxic
CMT_05251,tao không đùa đâu bồi_thường ngay bây_giờ,toxic
CMT_05252,nhiều người tiếc tháng và đi khuyên người khác đừng dành cho nhưng khi vào hoàn_cảnh rồi mới thấy cái cảnh phiền người khác cỡ nào khi bạn nằm đó bạn không_thể đi làm người nuôi bạn z cũng vậy không_thể đi làm đại_gia_đình lo_lắng chăm_nom cho bạn chưa kể đến gia_đình bạn đơn_chiết rất là phiền khi bạn nằm đó thì người khuyên bạn không nên tham_gia lại thăm_nom bằng ký đường hộp sữa trái_cây dúi vào tay bạn vài trăm với lời động_viên mau hết bệnh nhé và chưa chắc có lần thứ hai lại thăm khi bạn khổ quá thì phải phiền bạn_bè người_thân đi vận_động người khác trợ_z cũng vậy là lẽ thường_tình cho đi là sẽ nhận lại bạn không giúp_đỡ ai thì khi cần có ai giúp bạn bao_nhiêu ly uống chưa chắc tốt cho sức khỏe bao_nhiêu cuộc ăn_chơi hao tốn sức khỏe chắc_chắn không làm thay_đổi lớn cuộc_sống của bạn trong tháng nhưng làm thay_đổi lớn khi bạn gặp rủi_ro z cũng vậy không trách khi yên_bình ai z cũng vậy ca me_giác an_toàn chỉ_trách có cách phòng dễ_dàng mà mình không xài,non-toxic
CMT_05253,đương n hiên phải bồi_thường các ông bắt về luộc hết đồ tốt thì sao,non-toxic
CMT_05254,ô đã xem thủ_môn van_viet bắt_trận vừa_rồi chưa ô nghĩ sao,non-toxic
CMT_05255,bat được chắc tay nó bỏ_la được,non-toxic
CMT_05256,nói thực_lòng cứ nhìn vào cái ba lô đựng sách_vở đi học của học_trò thì biết ngay chương_trình nặng hay nhẹ thôi chứ cần gì phải chờ thông_tin ở cơ_sở báo lên cứ còn cái cảnh một cuốn sách_giáo_khoa lại kèm theo một cuốn để học tốt_môn đó thì làm_sao nhẹ_tải được cứ đến các hiệu sách mà xem đã có cuốn_ngữ văn_lớp thì lại có cuốn để học tốt_ngữ văn_lớp đã có cuốn_toán lớp thì y_như_rằng có cuốn để học tốt môn_toán lớp môn nào z cũng vậy thế thì học_trò bơi trong biển kiến_thức là phải thôi,non-toxic
CMT_05257,phải công_nhận mày có đọc lại chưa thật_sự đấy,toxic
CMT_05258,giống như coi phim hành_động các anh thật dũng_cảm rất biết_ơn các chiến và người_dân bất_chấp nguy_hiểm để mang lại sự bình_yên cho đất_nước,non-toxic
CMT_05259,vậy cưới về làm mẹ chứ đâu phải làm vợ_con này sống về vật_chất chứ đâu phải yêu,toxic
CMT_05260,nhìn mày chuyện nhỏ mà làm to mà buồn_cười ghê,toxic
CMT_05261,ngừng típ người đi mày làm tao_ngại giùm,toxic
CMT_05262,thôi đừng theo tren d giỏi thật nữa tội_nghiệp mày quá,toxic
CMT_05263,lũ an không làm_biếng đi chiếm_đoạt tài_sản của người khác là trời tru đất diệt,toxic
CMT_05264,tự n_hiên nghĩ_lại thấy đẹp_trai z cũng vậy là cái tội anh_em ạ,non-toxic
CMT_05265,cứ thế_này thì đừng trách tao cho ba_mẹ mày xem,toxic
CMT_05266,mày rảnh thật thế_này có vui không,toxic
CMT_05267,tao nhớ mày rồi đấy cắt nát mặt là chắc_chắn,toxic
CMT_05268,chúc anh và cháu luôn khỏe mạnh hạnh_phúc rất quý và ngưỡng_mộ anh tuấn,non-toxic
CMT_05269,kiều trinh_hương_giang khúc_minh như hu hu tết này chị_em về đánh_bài miếng i,non-toxic
CMT_05270,xin đừng đánh_giá kiến_thức của trẻ tuổi bằng cái đầu của người_lớn tại_sao cứ phải phức_tạp việc đọc chữ thế ạ,non-toxic
CMT_05271,quá tàn_ác những con_người này cần_trị nghiêm không sẽ trở_thành kẻ xấu của xã_hội,toxic
CMT_05272,đừng mạng tốt thật nữa giữ sức mà làm chuyện khác,toxic
CMT_05273,mo á xem mà tức á nhỏ này thần_kinh có vấn_đề hả,toxic
CMT_05274,động vào người_thân tao tao gãy răng không tha,toxic
CMT_05275,tội bạn quý gặp không đúng người,non-toxic
CMT_05276,ông không hiểu cái é o_gì việc nọ rọ sang việc kia,non-toxic
CMT_05277,thôi đừng fan nhiều lắm nữa tội_nghiệp mày quá,toxic
CMT_05278,thôi bớt tự_tin dựa trên cái gì lại đi không ai theo kịp đâu,toxic
CMT_05279,chú bảo_vệ tối nay chắc khó ngủ rồi,non-toxic
CMT_05280,tôi thấy xót_xa cho các cháu gái nhưng không đồng_ý với các ý_kiến ở đây khuyên phụ_nữ hãy chết già không nên lập gia_đình nữa cánh cửa mùa xuân khép lại đi sao không thấy ai khuyên đàn_ông như_thế sau ly_hôn tôi tin những trường_hợp này là cá_biệt và bạn không cần khuyên những người mẹ bởi bản_năng của người mẹ là bảo_vệ con mình trước_hết,toxic
CMT_05281,ngày_xưa chưa làm lại map ảnh con tướng op xong w in mấy kèo tởm xong ảnh bảo ảnh o ne cham_p cao_thủ nhưng không có tư_duy cứ đè_la ne đi thẳng mặc_kệ tất_cả,non-toxic
CMT_05282,d m thèng này hỏi ngu méo chịu được mày làm như muốn tập trận chung với dễ lắm vậy mày hỏi thằng đó coi tụi nó biết nói tiếng việt không mà tập chung,toxic
CMT_05283,vớ phải thím_đỏ thì thà đi theo anh còn hơn,non-toxic
CMT_05284,xã_hội giờ toàn đổ lỗi cho người_bị_hại,non-toxic
CMT_05285,ôi kỹ_năng đỉnh thế giỏi thật đấy,toxic
CMT_05286,đi đúng hướng là thấy liền kết_quả,non-toxic
CMT_05287,mình rất thich_d cách nói_chuyện của tóc tiên điềm_tĩnh tự_tin rất thuyết_phục,non-toxic
CMT_05288,ngày mo_u ở mu trải thảm mời bale có thèm về đâu thích lương cao ăn_ké danh_hiệu thôi nay quá ngưỡng chịu_đựng bị đuổi đi mãi thì mới đi thôi,non-toxic
CMT_05289,đọc tin mà không cầm được nước_mắt nam_mo anh di_da phat,non-toxic
CMT_05290,tài_năng xuất_chúng và nhân_cách và nhân_cách vĩ_đại thực_ra đến bây_giờ mình vẫn không hiểu tại_sao lại có người bảo ghét_lẽ họ đố_kỵ và cay_cú quá sao trước mình fan cho ăn_hành nhiều cũng cay_cú nhưng xem trận chơi bóng xin nhắc lại là chơi bóng chứ không phải đá bóng rồi ăn_vạ bẩn nhé là mình suy_nghĩ_lại ngay mình và người hâm_mộ trên toàn thế_giới thật may_mắn khi được chứng_kiến chơi bóng,non-toxic
CMT_05291,nâng_cấp mở_rộng thêm quản_lộ phụng_hiệp là tương_đối ổn rồi,non-toxic
CMT_05292,làm_việc theo luật_pháp chứ đéo phải đăng bài lên đâu ngon thì văn_bản chứng_từ gửi cho hai bên sau đó lên cơ_quan giải_quyết d m lũ ruồi chỉ biết phát sáng ở đít thôi_học nhiều lên cái du_ma viết chúng_ta còn sai,toxic
CMT_05293,chặt vây_cánh của si tăng_cường hàng thủ_củng_cố chất hà_lan hy_vọng sớm thành_công,non-toxic
CMT_05294,giao hàng như ném đá hi_de tay,non-toxic
CMT_05295,mày nhờ_vả vậy_mà vẫn tự_tin được á,toxic
CMT_05296,nếu mày còn làm_vậy tao sẽ đưa ra tòa,toxic
CMT_05297,nhìn mày hai mang mà buồn_cười ghê,toxic
CMT_05298,ngoài suy_luận kinh thật_ra mày còn gì nữa không,toxic
CMT_05299,hi_vọng không có thiệt_hại về người và tài_sản chỉ cần cơn mưa đủ lớn là được,non-toxic
CMT_05300,điều gì thực_sự định_nghĩa nên văn_việt_nam đảng_trị,non-toxic
CMT_05301,ôi chỉn_chu quá thế giỏi thật đấy,toxic
CMT_05302,như quỳnh rủ b òa_trinh cho đủ tay ra nhà t ở không lo chi hết,non-toxic
CMT_05303,có_thể nếu đó là một khối tam_giác có tổng_chiều cao cao thứ không ai bắt_buộc thì dài vô_hạn z cũng vậy được còn diện_tích thì cạnh bên không bị giới_hạn nên có_thể lớn hơn cả trái_đất bạn nào nói tam_giác_góc tiến tới gần độ hay đáy tới vô_hạn thì mình không đồng_ý nếu tam_giác đó vẫn trên mặt_phẳng giấy thì khi vẽ cả chiều cao các bạn vẫn sẽ vượt quá,non-toxic
CMT_05304,ua con ghế đỏ the loại này còn tồn_tại hả troi tuong tuyet_chủng het rồi chứ,toxic
CMT_05305,ai là vậy là z cũng vậy vậy giỏi,non-toxic
CMT_05306,như bàn_thắng của bẩn của thái_lan luật đ cấm nhưng cả thế_giới chửi,toxic
CMT_05307,con_bệnh áo đỏ có đọc được cùm_men thì cho bố lạy m,toxic
CMT_05308,năm là một năm quá đặc_biệt của thế_giới mọi sự biến_động đều bắt_nguồn từ con virus_chủng mới,toxic
CMT_05309,hoa_cúc vàng là biểu_tượng của hoàng_gia nhật_bản có_lẽ vì_vậy họ z cũng vậy yêu_tác_phẩm đi qua hoa_cúc của tác_giả nhật_ánh mà cái tên tác_phẩm cho tôi xin một vé đi tuổi_thơ z cũng vậy rất ấn_tượng có_lẽ mình sẽ tìm đọc biết_đâu có_thể tìm lại được một phần của tuổi_thơ,toxic
CMT_05310,vậy thì cứ luyện kỹ_thuật này rồi thì trò_chơi chẳng còn ý_nghĩa,non-toxic
CMT_05311,rồi mày sẽ biết đâm tơi_bời không phải chuyện đùa,toxic
CMT_05312,ngừng dư_d ả quá đi mày làm tao_ngại giùm,toxic
CMT_05313,tôi đã biết được lý_do trải qua mối tình rồi,non-toxic
CMT_05314,cẩn_thận nhà_cửa tao có_thể không ai tìm thấy bất_cứ lúc_nào,toxic
CMT_05315,bọn này bắt được được phải sử_bắn mới hả_dạ,toxic
CMT_05316,thời đó phải nói là dũng_viên ngọc rồng dấu_ấn rồng_quái siêu_quậy tới khung_thành hối_í không có tiền mua chỉ đi thuê 500 đ cuốn về đọc đọc thật nhanh để mang đi đổi kẹo hoặc cho bạn thuê lại nửa ngày lấy tiền thuê cuốn mới lại nhớ lại bao kỷ_niệm giờ người đã quên hết cất_bước quay lưng ra đi không nói câu tạ từ ưng hoàng_phúc,non-toxic
CMT_05317,bảo đóm rác cay lại bu vào cắn,non-toxic
CMT_05318,ngày_xưa đi học rất nhẹ vẫn thành_tài ngày_nay học thì nặng sách năm nào z cũng vậy phải thay vất_vả học_sinh và lãng_phí tài_nguyên nhà_xuất_bản thì vui thôi,non-toxic
CMT_05319,bạn thử kiểm_tra lại giúp mình nhé,non-toxic
CMT_05320,ồ_mày nhận_xét hay thế_này thì vô_đối rồi,toxic
CMT_05321,con đầm đen như ở sở thú ra,toxic
CMT_05322,ngoài thư_giãn đi ra mày còn gì nữa không,toxic
CMT_05323,không thích hương_giang tóc tiên nói chuẩn chuẩn,non-toxic
CMT_05324,đọc mới biết rất nhiều người giống mình đi chợ từ_chối nhận túi nilong từ người bá_nhay mang sẵn túi_xách chợ đựng đồ có túi rồi về giặt đi dùng lại yêu_thương,non-toxic
CMT_05325,con_số lấy ở đâu xem là theo tư_tưởng dẫn_dắt của nó à,toxic
CMT_05326,tuổi vẫn làm_ăn được anh í quả đỉnh,non-toxic
CMT_05327,ngạc n hiên chưa mày năng_động ghê_cơ đấy,toxic
CMT_05328,p k với đứa chế_nhạo bác hồ cười như được_mùa xem đ_thể chấp_nhận được đúng tởm,toxic
CMT_05329,mày vô_dụng thế_này chắc tự_hào lắm nhỉ,toxic
CMT_05330,tren d này hot vãi bạn bắt tren d đỉnh,non-toxic
CMT_05331,nói đống vô_ý_nghĩa nói xong không ai nhớ được bả nói gì,non-toxic
CMT_05332,biết tao sẽ làm_gì không tập_hợp đám ngay,toxic
CMT_05333,sao cô này nói_chuyện như trên mây vậy,non-toxic
CMT_05334,tôi nghĩ để tránh hỏng vặt thì nên chọn xe càng ít vặt càng ít_điện_tử ứng_dụng thì sẽ càng ít hỏng,non-toxic
CMT_05335,mục_đích của chương_trình là thi tranh_biện chứ không có thi hoa_hậu thân_thiện nha mấy má,non-toxic
CMT_05336,đừng có làm liều tao sẽ mất tay đấy,toxic
CMT_05337,tôi bảo ô ad min nhé_ô mở phim sex lên vặn loa hết cỡ mà nghe diễn_viên họ rên sẽ tốt cho não hơn là đi đôi_co với phản_biện với lũ tiến_sĩ việt,toxic
CMT_05338,người ta đã lao_động thì phải trả công dù ít hay nhiều chứ lao_động khác với học nghề,non-toxic
CMT_05339,rất cảm_động cho đến khi có đàn chim_cánh cụt,non-toxic
CMT_05340,chiến_binh báo đen đã ra đi nhưng ý_chí tinh_thần báo đen thì còn mãi rip,non-toxic
CMT_05341,mày o ut rồi mà cứ tưởng mình đỉnh lắm hả,toxic
CMT_05342,đâu rồi mà học y_sài gòn nữa trời,non-toxic
CMT_05343,đã là kĩ_thuật rồi còn nói không,non-toxic
CMT_05344,nhìn mày cứ nghĩ vậy đi mà buồn_cười ghê,toxic
CMT_05345,tao không đùa đâu tung địa_chỉ ngay bây_giờ,toxic
CMT_05346,lúc này chỉ thở thôi chúng_ta z cũng vậy quý bằng vàng so với châu_âu,non-toxic
CMT_05347,tôi phải che_mắt lại vì nó quá phản_cảm,non-toxic
CMT_05348,đ ai cần con súc_vật ngồi đấy ăn g ẳng,toxic
CMT_05349,trình theo ai của mày đúng là đỉnh_cao,toxic
CMT_05350,một năm hoàn_hảo cho mừng p s không có sa_ne sẽ tấn_công nguy_hiểm trực_diện hơn lối đá của sa_ne quá phức_tạp giống_hệt hay xa hơn là của những năm dắt ngang quá nhiều lóng nga lóng_ngóng không_đâu vào đâu k hả_năng đây là bản hợp_đồng thất_bại đầu_tiên của sau nhiều năm,non-toxic
CMT_05351,mày cứ tài_ghê đi rồi sẽ biết,toxic
CMT_05352,tui gửi cho bạn_bè coi liền vì hay quá,non-toxic
CMT_05353,không biết nó anh_hùng cỡ nào nhưng thấy mặt chuột là không có cảm_tình,non-toxic
CMT_05354,nhìn là vậy là z cũng vậy vậy được mà nói_chuyện dô_duyên_vờ cờ_lờ,non-toxic
CMT_05355,thương quá hết cây rồi đến tường đổ chết học_sinh,non-toxic
CMT_05356,ti pho_đáy xã_hội rồi không nói còn ngài d_l thì là ngâu và ngáo,non-toxic
CMT_05357,bầu_đức thu gọn hội_đồng_hlv của bầu_đệ tạo nên phiên_bản đồng_hlv này đấy à_xét tất_cả hành_động của ông đức từ lúc đôn_lứa lên v lứa năm đấy luôn ra sân từ đầu trận nếu không bị treo giò và chấn_thương muốn sử_dụng bộ khung ha gl trên tuyển đòi đuổi cổ_hlv tuyển nếu làm trái_ý ông phát_ngôn đá đẹp thua_z cũng vậy sướng và lần này là đồng_hlv tính chuyên_nghiệp nằm ở chỗ nào ấy ạ tôi kiến_thức hạn_hẹp không biết chuyện đồng_hlv này đã có ở đâu trên quả đất này chưa xin được mọi người hiểu rõ về bóng_đá hơn chỉ_giáo giúp ạ tôi z cũng vậy đã tìm thử trên hlv nhưng không ra kết_quả tương_ứng nếu muốn tìm đọc báo tiếng anh vấn_đề này thì nên tìm từ khóa là gì ạ,toxic
CMT_05358,tóc tiên quá đỉnh thích chị từ chương_trình siêu_trí_tuệ kết giọng cười dã_man,toxic
CMT_05359,kệ mẹ nó càng lên bài nó càng nổi thôi,non-toxic
CMT_05360,rất ghét những người chiếu đèn_pha bấm còi khi đang dừng đèn_đỏ nẹt_pô nhưng hành_vi côn_đồ giết người thì không_thể dung thứ được,non-toxic
CMT_05361,chỉ cần lấy thau chậu đường_kính khoảng đầy nước sau đó cho các bé nín thở úp_mặt xuống_nước nhiều lần các bé sẽ biết lấy hơi nín thở và sẽ nhanh_chóng biết bơi,non-toxic
CMT_05362,nền giáo_dục của loài_người là để giúp cho con_người không tiến hóa ngược như,toxic
CMT_05363,màu đen lên_ngôi từ con_người vật_dụng thời_trang cho đến đồ_ăn,non-toxic
CMT_05364,bình_thường nó z cũng vậy có báo lời đâu toàn báo lỗ_ngàn tỷ đấy thôi,non-toxic
CMT_05365,mày dễ tổn_thương thật thế_này có mệt không,toxic
CMT_05366,đừng có làm liều tao sẽ sang nhà đấy,toxic
CMT_05367,nói đầy bất_lực và cay_đắng là đội không_thể huấn_luyện vậy đủ hiểu,non-toxic
CMT_05368,rảnh quá kiểu gì mà mày tự_tin thế,toxic
CMT_05369,mẻ hiếu_thắng đó giờ mà bỏ từ có_vẻ đi,non-toxic
CMT_05370,mày tự n hiên đâu có việc_gì là sao,toxic
CMT_05371,đừng tự cao nữa giữ sức mà làm chuyện khác,toxic
CMT_05372,con gái giờ thực_dụng lắm lúc_nào củng_tiền tiền tiền tiền và tiền,toxic
CMT_05373,trường hớp này có cho chúng_tôi còn đấm thêm,non-toxic
CMT_05374,còn có công_nghiệp y_tế nữa hàng tá bệnh_viện phòng_khám sinh ra để kiếm tiền,non-toxic
CMT_05375,đừng sang c hảnh_nhỉ nữa giữ sức mà làm chuyện khác,toxic
CMT_05376,ủa chứ dân hà_nội gốc đom đóm đâu rồi hay lại bỏ_rơi co_mt giống rẻ hac k bỏ con,toxic
CMT_05377,trình ap_p nào vậy của mày đúng là đỉnh_cao,toxic
CMT_05378,xử_lý dễ lắm nhé các ông bố có con trai khi bị kẹt đừng cố kéo lên hay kéo xuống chỉ cần lấy cái kéo cắt bỏ phần dưới cái p héc mơ tuya sau đó nhẹ n hàng kéo tách đôi ra là xong,toxic
CMT_05379,đêm nay mỹ sẽ cán mốc người nhiễm,non-toxic
CMT_05380,biết tao sẽ làm_gì không đốt quán ngay,toxic
CMT_05381,tài kiến_thức uyên_bác như mày không phải ai cũng có,toxic
CMT_05382,con chưa về được ba_mẹ ở nhà giữ sức khỏe nhé nhà mình ở quản_g trị huyện cam_lộ tâm_bão luôn thấy lo_lắng,non-toxic
CMT_05383,đã bê đê rồi còn bị bệnh xạo lồn,toxic
CMT_05384,bên nào có bóng thì bên đấy rụng lá khán_giả về ngủ chứ có mi e_j j đâu coi,toxic
CMT_05385,mấy anh hành_xử như_thế chắc_chắn ấm_no hạnh_phúc kiếp người,non-toxic
CMT_05386,mỹ lại nắm một công_nghệ mới hứa_hẹn hốt_bạc từ khắp thế_giới cách làm_giàu của những người giỏi có tầm nhìn hàng trăm năm,non-toxic
CMT_05387,bạn ơi mình không hiểu ôn cái lằn là gì nhỉ,non-toxic
CMT_05388,tài_năng đừng cố nữa của mày đúng là hiếm có,toxic
CMT_05389,thay_vì ở đây xàm lồn mình xin cập_nhật giá nông_sản ở các chợ rau_muống nghìn mớ xem thêm,non-toxic
CMT_05390,đừng có làm liều tao sẽ làm cho không còn hình người đấy,toxic
CMT_05391,bao_nhiêu ký_ức lại tràn về lâu_lắm rồi mới được nghe tâm_sự của người đất_quản g,non-toxic
CMT_05392,cứ lo soi m ói người ta xem_lại con_người yêu_mày đang bị người ta nút lưỡi kìa thằng ngu người ta đăng bài bán account có biết đọc chữ é o đâu mà cái thứ học không tới_nơi_tới chốn,toxic
