id,text,label
CMT_08222,"Phim rác rưởi, phí tiền phí thời gian. Đạo diễn chắc hết ý tưởng rồi hay sao mà làm ra cái thứ vớ vẩn này.",toxic
CMT_08223,"Trận đấu kịch tính quá, chúc mừng đội nhà đã giành chiến thắng xứng đáng!",non-toxic
CMT_08224,"Thằng trọng tài thiên vị ra mặt, đội kia chơi bẩn rõ ràng mà không thổi phạt, đúng là lũ ăn tiền!",toxic
CMT_08225,"Sáng nào đi làm cũng kẹt xe thế này chán thật, ước gì có giải pháp hiệu quả hơn cho giao thông.",non-toxic
CMT_08226,"Đm cái đường này, tắc cứng như hạch. Mấy thằng lái xe ẩu hết chỗ nói, đúng là lũ vô ý thức.",toxic
CMT_08227,"Chuyện đời tư của nghệ sĩ thì cứ để họ tự giải quyết đi mọi người, đừng suy diễn quá mức.",non-toxic
CMT_08228,"Con nhỏ này đúng là loại lẳng lơ, hết scandal này đến scandal khác. Thật dơ bẩn!",toxic
CMT_08229,Chính sách này nếu áp dụng tốt thì sẽ giảm tải được áp lực giao thông công cộng đáng kể cho thành phố.,non-toxic
CMT_08230,"Mấy ông quan chức toàn ngồi bàn giấy, có biết dân đi lại khổ sở thế nào đâu mà cứ ra mấy cái luật tào lao!",toxic
CMT_08231,"Tình trạng ô nhiễm không khí ngày càng nghiêm trọng, chúng ta cần hành động ngay từ bây giờ để bảo vệ môi trường.",non-toxic
CMT_08232,"Mấy cái thằng nhà máy xả thải vô tội vạ, chính quyền thì làm ngơ. Đất nước sắp thành bãi rác rồi!",toxic
CMT_08233,"Trend này thấy cũng vui vui, mọi người thử làm xem sao, biết đâu lại hot.",non-toxic
CMT_08234,Mấy cái trend nhảm nhí trên TikTok làm giới trẻ ngày càng ngu đi. Đúng là vô bổ.,toxic
CMT_08235,"Quán này đồ ăn ngon, không gian cũng ấm cúng, sẽ ghé lại lần sau nếu có dịp.",non-toxic
CMT_08236,"Quán ăn dở tệ, phục vụ như hạch, thái độ thì khinh người. Đừng bao giờ quay lại đây!",toxic
CMT_08237,"Công nghệ AI đang phát triển rất nhanh, vừa mang lại cơ hội nhưng cũng đi kèm nhiều thách thức.",non-toxic
CMT_08238,"AI sẽ cướp hết việc làm của con người, lũ khoa học gia chỉ giỏi phá hoại!",toxic
CMT_08239,"Mọi người cho em hỏi có kinh nghiệm nào học tiếng Anh hiệu quả không ạ, em đang bị mất gốc?",non-toxic
CMT_08240,"Hỏi ngu vãi l*n, tự mà tìm hiểu đi chứ ai rảnh mà chỉ mày!",toxic
CMT_08241,"Hãy yêu thương bản thân và đừng ngại tìm kiếm sự giúp đỡ khi cần nhé mọi người, sức khỏe tinh thần là quan trọng.",non-toxic
CMT_08242,"Mấy đứa yếu đuối suốt ngày than vãn về trầm cảm, đúng là lũ vô dụng.",toxic
CMT_08243,"Haha, cái meme này hài quá, đúng là đời. Cười xỉu với cái ảnh này.",non-toxic
CMT_08244,"Nhảm nhí, chả có gì mà cười, đúng là lũ trẻ trâu chỉ biết đăng mấy thứ tào lao.",toxic
CMT_08245,"Thương tiếc quá, xin chia buồn cùng gia đình nạn nhân. Mong họ sớm vượt qua nỗi đau này.",non-toxic
CMT_08246,"Chết thì ráng chịu, ai bảo ngu đi đứng ẩu tả! Đáng đời!",toxic
CMT_08247,"Con điện thoại mới này thiết kế đẹp ghê, cấu hình cũng mạnh nữa, rất đáng tiền.",non-toxic
CMT_08248,"Mấy cái hãng này toàn lừa đảo, bán đồ đắt cắt cổ mà chất lượng như c*t. Đừng ai mua!",toxic
CMT_08249,"Cảm ơn đã cảnh báo, mọi người nên cẩn thận với những chiêu trò lừa đảo trên mạng nhé.",non-toxic
CMT_08250,"Mấy đứa bị lừa là do ngu, tham lam thì ráng chịu chứ kêu ai. Tự làm tự chịu.",toxic
CMT_08251,"Em nghĩ chương trình học hiện tại còn nặng lý thuyết, cần tăng cường thực hành hơn để học sinh có kỹ năng.",non-toxic
CMT_08252,"Cái nền giáo dục như hạch, chỉ biết nhồi nhét, đào tạo ra một lũ robot không có tư duy.",toxic
CMT_08253,"Mốt này nhìn cũng hay ho, nhưng chắc khó mặc với dáng người mình, phải thử mới biết.",non-toxic
CMT_08254,"Mặc đồ như con điên, nhìn phát gớm. Đúng là chẳng có gu thẩm mỹ gì cả.",toxic
CMT_08255,"Game này đồ họa đỉnh cao, gameplay cũng cuốn nữa. Hóng quá được chơi thử!",non-toxic
CMT_08256,"Lại thêm một game hút máu, đồ họa thì cũ rích mà dám bán giá trên trời. Lũ lừa đảo!",toxic
CMT_08257,Hy vọng những quyết sách mới sẽ mang lại lợi ích cho người dân và sự phát triển của đất nước.,non-toxic
CMT_08258,"Bọn chính trị gia toàn lũ nói dối, chỉ giỏi bóc lột dân thôi! Chả tin được ai.",toxic
CMT_08259,"Tập thể dục đều đặn rất tốt cho sức khỏe, mọi người nên duy trì nhé, dù bận cũng cố gắng.",non-toxic
CMT_08260,"Mập ú như heo mà đòi đi tập gym, tập cho có thôi chứ có giảm được cân nào đâu.",toxic
CMT_08261,"View đẹp quá, ước gì được một lần đến đây để trải nghiệm và check-in.",non-toxic
CMT_08262,"Chỗ này có gì hay ho đâu mà cứ ca ngợi mãi, toàn lũ sống ảo, thích khoe khoang.",toxic
CMT_08263,"Bài hát mới của idol X hay quá, giai điệu bắt tai, ca từ ý nghĩa. Nghe mãi không chán.",non-toxic
CMT_08264,"Mấy con nhỏ idol Hàn Quốc toàn phẫu thuật thẩm mỹ, hát thì như mèo hen mà fan cứ tung hô.",toxic
CMT_08265,"Món này nhìn hấp dẫn ghê, để tối nay thử làm xem sao, có vẻ dễ làm.",non-toxic
CMT_08266,"Nấu ăn như c*t, nhìn thấy mà phát ói, đừng có bày đặt dạy đời ai nữa!",toxic
CMT_08267,"Cái tai nghe này chất lượng âm thanh tốt thật, pin trâu nữa, dùng cả ngày không hết.",non-toxic
CMT_08268,"Đồ Tàu lởm khởm, dùng vài bữa là hỏng. Đúng là tiền nào của nấy, phí tiền!",toxic
CMT_08269,"Video này ý nghĩa ghê, giúp mình suy nghĩ nhiều hơn về lòng tốt của con người trong xã hội.",non-toxic
CMT_08270,"Diễn sâu vãi, toàn dàn dựng để câu view thôi chứ làm gì có thật. Đồ giả tạo!",toxic
CMT_08271,"Phim này coi ổn áp phết, kỹ xảo đỉnh cao mà cốt truyện cũng cuốn nữa. Recommend mọi người ra rạp xem nha!",non-toxic
CMT_08272,"Cái lũ anti-fan rảnh rỗi ghê, không có việc gì làm hay sao mà cứ đi phá người khác vậy. Não tàn!",toxic
CMT_08273,Chúc mừng đội tuyển đã thi đấu hết mình và giành chiến thắng xứng đáng. Việt Nam vô địch!,non-toxic
CMT_08274,"Kinh tế khó khăn thế này mà cứ tăng giá điện, tăng giá xăng. Dân đen như tụi tui sống sao nổi trời?",non-toxic
CMT_08275,"Này là do cái thằng đạo diễn óc chó, làm phim gì mà dở tệ, phí tiền vé!",toxic
CMT_08276,Ai có kinh nghiệm giảm cân tự nhiên không cho mình xin bí quyết với. Mình đang muốn thử áp dụng.,non-toxic
CMT_08277,Mấy con điên này không biết nhục là gì à? Ăn mặc hở hang rồi đăng lên mạng câu like!,toxic
CMT_08278,Thấy clip mấy bạn trẻ tình nguyện giúp đỡ người nghèo mà ấm lòng ghê. Xã hội vẫn còn nhiều điều tốt đẹp.,non-toxic
CMT_08279,"Tập đoàn đó chỉ biết bóc lột sức lao động của công nhân thôi, không có lương tâm gì cả. Đáng bị tẩy chay!",toxic
CMT_08280,"Mấy nay Sài Gòn mưa tầm tã, đường ngập lụt khắp nơi, đi làm cực quá trời.",non-toxic
CMT_08281,"Cái lũ này bày đặt làm từ thiện, chắc toàn diễn kịch để đánh bóng tên tuổi thôi chứ tốt lành gì!",toxic
CMT_08282,"Bài hát mới của Sơn Tùng M-TP nghe cuốn thật, giai điệu bắt tai mà MV cũng đầu tư quá.",non-toxic
CMT_08283,"Thằng cha này nói chuyện nghe ngứa tai vãi, chắc bị thiểu năng trí tuệ từ bé hay sao ấy!",toxic
CMT_08284,"Mình vừa thử công thức làm bánh flan này, thành công ngoài mong đợi luôn. Mọi người nên thử nha!",non-toxic
CMT_08285,"Đúng là lũ ăn hại, ngồi không hưởng thụ rồi đòi quyền lợi, không làm mà đòi có ăn à?",toxic
CMT_08286,"Tình hình biến đổi khí hậu ngày càng nghiêm trọng, chúng ta cần hành động ngay để bảo vệ môi trường.",non-toxic
CMT_08287,Con này chắc lại cặp đại gia nên mới có tiền xài sang vậy chứ làm gì có năng lực mà giàu!,toxic
CMT_08288,Đánh giá cao sự nỗ lực của các y bác sĩ tuyến đầu trong công tác phòng chống dịch bệnh.,non-toxic
CMT_08289,"Mấy thằng quan chức tham nhũng này nên bị xử tử hết đi cho dân nhờ, cứ để chúng nó làm khổ dân mãi!",toxic
CMT_08290,Tôi thấy chính sách hỗ trợ người dân gặp khó khăn của chính phủ là rất kịp thời và cần thiết.,non-toxic
CMT_08291,"Cái thứ đàn bà lẳng lơ, chỉ biết phá hoại hạnh phúc gia đình người khác. Đáng khinh!",toxic
CMT_08292,Ai có kinh nghiệm đi du lịch Đà Lạt tự túc không? Cho mình xin lịch trình và các địa điểm ăn uống ngon với ạ.,non-toxic
CMT_08293,"Thằng cha này nhìn mặt đã thấy ghét rồi, nói chuyện thì xàm xí, đúng là đồ vô học!",toxic
CMT_08294,"Mình rất thích phong cách thời trang tối giản, vừa thanh lịch lại không bao giờ lỗi mốt.",non-toxic
CMT_08295,"Cái bọn trẻ trâu này chỉ biết đua đòi, ăn chơi, không lo học hành gì cả. Tương lai đất nước mà như vậy thì nát hết!",toxic
CMT_08296,"Hôm qua xem trận bóng đá kịch tính ghê, cuối cùng đội mình cũng thắng bằng quả phạt đền ở phút bù giờ.",non-toxic
CMT_08297,"Mấy đứa con gái bây giờ toàn giả tạo, makeup lồng lộn rồi sống ảo, nhìn phát tởm!",toxic
CMT_08298,Mình thấy việc học ngoại ngữ từ sớm là rất quan trọng để các bé có nền tảng tốt cho tương lai.,non-toxic
CMT_08299,"Đúng là thằng hèn, có giỏi thì ra mặt đối chất đi chứ núp lùm nói xấu sau lưng thì ai chả làm được!",toxic
CMT_08300,"Dạo này mình hay nghe podcast về phát triển bản thân, thấy rất nhiều nội dung hữu ích và truyền cảm hứng.",non-toxic
CMT_08301,"Cái con nhỏ này giọng hát như vịt đực mà cũng đòi làm ca sĩ, đúng là thảm họa âm nhạc!",toxic
CMT_08302,"Có ai biết chỗ nào bán đồ ăn vặt online ngon ở Hà Nội không, giới thiệu mình với. Đang thèm quá!",non-toxic
CMT_08303,"Thằng này đúng là một lũ súc vật, không có nhân tính. Phải cho nó đi tù mọt gông mới đúng!",toxic
CMT_08304,"Bài viết này phân tích rất sâu sắc về vấn đề giáo dục, đáng để mọi người cùng suy ngẫm.",non-toxic
CMT_08305,"Mày im đi, không biết gì thì đừng có nói bậy bạ, phát ngôn ngu xuẩn!",toxic
CMT_08306,"Chúc mừng team đã hoàn thành dự án xuất sắc, mọi người đã làm việc rất chăm chỉ.",non-toxic
CMT_08307,"Thằng lợn này chỉ biết ăn bám vợ con, không có chút sĩ diện nào cả!",toxic
CMT_08308,"Mấy nay trời nắng nóng kinh khủng, ra đường là muốn chảy mỡ luôn. Ước gì có cơn mưa rào.",non-toxic
CMT_08309,"Con nhỏ này ăn mặc hở hang quá đáng, nhìn phát tởm! Chắc muốn khoe hàng cho cả thế giới xem à?",toxic
CMT_08310,Mình thấy việc giảm thiểu rác thải nhựa là trách nhiệm của mỗi cá nhân để bảo vệ hành tinh.,non-toxic
CMT_08311,"Cái lũ nhà báo này toàn đăng tin giật gân, câu view rẻ tiền, chả có tí đạo đức nghề nghiệp nào!",toxic
CMT_08312,"Bộ phim tài liệu này rất ý nghĩa, giúp mình hiểu rõ hơn về lịch sử và văn hóa dân tộc.",non-toxic
CMT_08313,"Mày là đồ vô dụng, chỉ biết làm khổ người khác thôi! Cút đi cho khuất mắt tao!",toxic
CMT_08314,Thấy nhiều bạn trẻ khởi nghiệp thành công mà ngưỡng mộ ghê. Chúc mừng các bạn!,non-toxic
CMT_08315,"Mấy đứa con trai bây giờ yếu đuối, ẻo lả quá, không ra dáng đàn ông gì cả!",toxic
CMT_08316,"Buổi hòa nhạc tối qua thật tuyệt vời, ban nhạc chơi nhạc rất đỉnh, mình đã có một đêm đáng nhớ.",non-toxic
CMT_08317,"Chính phủ này toàn làm những quyết định ngu ngốc, hại dân hại nước. Cần phải lật đổ!",toxic
CMT_08318,Mình thấy nên có nhiều sân chơi thể thao công cộng hơn để khuyến khích mọi người rèn luyện sức khỏe.,non-toxic
CMT_08319,"Thằng cha này nói chuyện đạo đức giả vãi, toàn ra vẻ ta đây tốt đẹp mà trong lòng thì thối nát!",toxic
CMT_08320,"Cảm ơn bạn đã chia sẻ thông tin hữu ích này, mình đang rất cần nó cho công việc.",non-toxic
CMT_08321,"Trận đấu hôm qua đỉnh quá, xem mà muốn vỡ tim luôn! Cả hai đội đều chơi rất cố gắng.",non-toxic
CMT_08322,"Bọn nó toàn lũ ăn hại, ngồi không hưởng lương dân, có làm được cái tích sự gì đâu mà cứ lên tiếng!",toxic
CMT_08323,"Phim này nội dung sâu sắc ghê, diễn viên cũng nhập vai cực đỉnh. Rất đáng xem nha mọi người.",non-toxic
CMT_08324,"Thằng này chắc não tàn, nói toàn mấy cái lý thuyết rỗng tuếch, chả hiểu gì thực tế cả.",toxic
CMT_08325,"Mùa này dễ bệnh lắm, mọi người nhớ giữ ấm và uống đủ nước nha. Sức khỏe là quan trọng nhất.",non-toxic
CMT_08326,"Mày im đi, đã ngu còn thích thể hiện. Đọc lại comment của mình xem có hiểu không đã rồi hẵng nói.",toxic
CMT_08327,"Sản phẩm này dùng oke phết, da mình đỡ mụn hẳn sau 2 tuần. Giá cũng hợp lý nữa.",non-toxic
CMT_08328,"Nhìn cái mặt nó ghê tởm, đã xấu còn bày đặt làm màu, đúng là loại hết thuốc chữa.",toxic
CMT_08329,"Tôi nghĩ việc này cần được nhìn nhận từ nhiều phía, không nên vội vàng kết luận chỉ dựa trên thông tin một chiều.",non-toxic
CMT_08330,"Tất cả chỉ là dàn dựng cả thôi, có cái gì là thật đâu. Bọn nó đang cố che giấu sự thật đấy!",toxic
CMT_08331,"Chuyến đi Đà Lạt vừa rồi thật sự rất tuyệt vời, cảnh đẹp mê ly, người dân cũng thân thiện nữa.",non-toxic
CMT_08332,Mày mà còn lải nhải nữa là tao tìm đến tận nhà cho mày biết tay đấy con chó!,toxic
CMT_08333,"Quán này đồ ăn ngon, giá cả phải chăng, mỗi tội hơi đông xíu. Sẽ quay lại ủng hộ tiếp.",non-toxic
CMT_08334,Đàn bà con gái thì biết gì mà đòi lên tiếng. Về nhà mà lo bếp núc đi.,toxic
CMT_08335,Có ai dùng con điện thoại X chưa cho mình xin review với? Đang phân vân có nên mua không ạ.,non-toxic
CMT_08336,"Cuộc sống đúng là một đống shit, càng cố gắng càng thấy vô vọng. Muốn bỏ hết tất cả.",toxic
CMT_08337,"Buổi concert tối qua đỉnh của chóp, âm thanh ánh sáng quá đã, ca sĩ hát live cực cháy!",non-toxic
CMT_08338,"Cả lũ tụi mày đúng là rác rưởi của xã hội, chỉ biết phá hoại thôi chứ làm gì được.",toxic
CMT_08339,"Bức tranh này có chiều sâu thật sự, nhìn vào thấy nhiều cảm xúc khác nhau. Tuyệt tác!",non-toxic
CMT_08340,Mày câm đi cho đỡ chật đất. Phát biểu như thằng thiểu năng!,toxic
CMT_08341,"Đừng quá lo lắng, mọi chuyện rồi sẽ ổn thôi. Cứ bình tĩnh giải quyết từng bước một nhé.",non-toxic
CMT_08342,"Đúng là lũ mọi rợ, chỉ biết phá hoại văn hóa người khác. Cút về nước đi!",toxic
CMT_08343,"Hôm nay trời đẹp quá, nắng vàng ươm, rất thích hợp để đi dạo hoặc cà phê.",non-toxic
CMT_08344,Mày dám nói như vậy à? Tao sẽ cho mày biết hậu quả khi đụng vào tao!,toxic
CMT_08345,"Mới đọc tin là có đợt lạnh mới sắp về, mọi người chú ý giữ gìn sức khỏe nhé.",non-toxic
CMT_08346,Con đĩ điếm này chỉ biết dùng thân xác để câu view thôi chứ làm gì có tài năng.,toxic
CMT_08347,Hy vọng mọi thứ sẽ tốt đẹp hơn trong tương lai gần. Cố lên Việt Nam!,non-toxic
CMT_08348,"Nhìn cái mặt bọn này là muốn đấm rồi, đúng là lũ khốn nạn, không có lương tâm!",toxic
CMT_08349,"Ai có kinh nghiệm sửa lỗi phần mềm này không ạ, giúp em với. Em loay hoay mãi không được.",non-toxic
CMT_08350,"Đàn bà con gái đúng là phiền phức, chỉ giỏi làm khổ đàn ông.",toxic
CMT_08351,"Bạn hát hay quá, giọng rất truyền cảm và có hồn. Tiếp tục phát huy nhé!",non-toxic
CMT_08352,"Con này đúng là giả tạo, diễn sâu lố bịch, nhìn là thấy ghét rồi.",toxic
CMT_08353,"Chiến thuật của HLV trận này khá hay, nhưng hàng thủ vẫn còn vài lỗ hổng cần khắc phục.",non-toxic
CMT_08354,Thằng mập ú này mà cũng đòi làm người mẫu à? Cút về nhà mà ăn tiếp đi!,toxic
CMT_08355,"Đôi khi thấy cuộc sống bận rộn quá, chỉ muốn tìm một nơi yên bình để nghỉ ngơi.",non-toxic
CMT_08356,"Cả làng vào chửi chết mẹ con nhỏ này đi, nó dám lừa đảo người ta đấy!",toxic
CMT_08357,"Chúng ta nên hạn chế dùng đồ nhựa một lần để bảo vệ môi trường, dù là những hành động nhỏ nhất.",non-toxic
CMT_08358,"Bọn bê đê này đúng là bệnh hoạn, làm ô uế xã hội, nên bị tẩy chay hết đi.",toxic
CMT_08359,"Cảm ơn bạn đã chia sẻ kiến thức này, mình học được nhiều điều bổ ích. Sẽ tìm hiểu thêm.",non-toxic
CMT_08360,"Mấy thằng cộng sản khốn nạn, phá hoại đất nước, cần phải bị diệt trừ hết!",toxic
CMT_08361,"Nghe nói idol sắp ra album mới rồi, hóng quá đi mất! Chắc chắn sẽ ủng hộ hết mình.",non-toxic
CMT_08362,"Nói như cái đầu buồi, cút về chuồng mà sủa đi thằng chó!",toxic
CMT_08363,"Mình chưa hiểu rõ ý bạn lắm, bạn có thể giải thích cụ thể hơn được không ạ?",non-toxic
CMT_08364,"Mày mà còn lếu láo nữa là không yên với tao đâu, đừng trách sao tao ác!",toxic
CMT_08365,Cảm ơn các y bác sĩ và lực lượng tuyến đầu đã vất vả chống dịch. Mọi người thật phi thường!,non-toxic
CMT_08366,"Tất cả là tại bọn lãnh đạo ngu dốt, làm ăn tắc trách nên mới ra nông nỗi này!",toxic
CMT_08367,"Quán cà phê mới mở gần nhà mình decor đẹp ghê, đồ uống cũng ngon nữa. Rất đáng thử.",non-toxic
CMT_08368,"Cả cái phường này toàn mấy đứa ăn cắp ăn trộm, không làm được gì ra hồn!",toxic
CMT_08369,"Thấy vụ việc này mà thương quá, mong mọi người sớm vượt qua giai đoạn khó khăn này.",non-toxic
CMT_08370,"Mẹ kiếp, cái loại óc chó như mày thì tốt nhất nên câm mồm lại đi cho xã hội đỡ bẩn.",toxic
CMT_08371,Mọi người đã xem phim này chưa? Hay lắm luôn á!,non-toxic
CMT_08372,Hy vọng vụ việc sẽ được giải quyết một cách công bằng và nhanh chóng.,non-toxic
CMT_08373,Cái loại óc chó như mày thì biết gì mà nói!,toxic
CMT_08374,Chúc mừng U23 Việt Nam đã có một trận đấu quả cảm!,non-toxic
CMT_08375,Ai có link bài báo gốc không ạ? Mình muốn đọc thêm.,non-toxic
CMT_08376,"Con nhỏ này nhìn mặt đã thấy ghét rồi, làm màu là giỏi!",toxic
CMT_08377,"Mấy món ăn vặt này nhìn hấp dẫn ghê, muốn thử hết quá!",non-toxic
CMT_08378,"Quan điểm của bạn khá thú vị, nhưng mình nghĩ cần nhìn nhận ở nhiều khía cạnh hơn.",non-toxic
CMT_08379,"Đúng là lũ rảnh việc, chỉ biết đi soi mói đời tư người khác.",toxic
CMT_08380,"Hôm nay thời tiết đẹp quá, muốn đi chơi ghê!",non-toxic
CMT_08381,Mình thấy dự án này có tiềm năng phát triển rất lớn trong tương lai.,non-toxic
CMT_08382,Thằng súc vật này nên bị tống cổ ra khỏi ngành đi là vừa!,toxic
CMT_08383,Mọi người nhớ đeo khẩu trang và rửa tay thường xuyên nhé!,non-toxic
CMT_08384,"Bản nhạc này nghe chill phết, add ngay vào playlist.",non-toxic
CMT_08385,"Cái đồ ngu xuẩn, không hiểu sao lại có người ủng hộ được?",toxic
CMT_08386,Tuyệt vời! Một pha kiến tạo đẹp mắt và bàn thắng xứng đáng.,non-toxic
CMT_08387,Các bạn có lời khuyên nào cho việc học tiếng Anh hiệu quả không?,non-toxic
CMT_08388,"Thứ rác rưởi, chỉ biết làm trò cười cho thiên hạ.",toxic
CMT_08389,Cảm ơn bạn đã chia sẻ thông tin hữu ích này.,non-toxic
CMT_08390,Mình rất thích cách diễn đạt của diễn viên trong phim này.,non-toxic
CMT_08391,"Đúng là cái lũ dân trí thấp, mãi không khá được.",toxic
CMT_08392,Sự kiện này hứa hẹn sẽ mang lại nhiều điều bất ngờ.,non-toxic
CMT_08393,Bạn có thể chỉ rõ hơn về ý này không?,non-toxic
CMT_08394,"Cút đi, đừng có ở đây mà sủa bậy nữa!",toxic
CMT_08395,Mong mọi điều tốt đẹp sẽ đến với gia đình anh ấy.,non-toxic
CMT_08396,Màu sắc của bức tranh này thật ấn tượng!,non-toxic
CMT_08397,"Chỉ là một thằng hề, đừng có làm quá lên!",toxic
CMT_08398,Tối nay có trận đấu nào hay không mọi người?,non-toxic
CMT_08399,"Bộ phim này có vẻ đáng xem, mình sẽ thử tìm.",non-toxic
CMT_08400,Não tàn mới tin mấy cái lời xàm ngôn này.,toxic
CMT_08401,Hy vọng môi trường sống của chúng ta sẽ ngày càng xanh sạch đẹp hơn.,non-toxic
CMT_08402,"Công nhận idol này đa tài ghê, cái gì cũng giỏi.",non-toxic
CMT_08403,"Đúng là lũ ăn hại, chẳng làm được tích sự gì.",toxic
CMT_08404,Mình thấy giải pháp này khá hợp lý và khả thi.,non-toxic
CMT_08405,Cuốn sách này đã thay đổi cách nhìn của mình về cuộc sống.,non-toxic
CMT_08406,"Bọn mày chỉ được cái mồm to, làm thì như c*t.",toxic
CMT_08407,Cần có thêm nhiều chương trình giáo dục về vấn đề này.,non-toxic
CMT_08408,"Món quà này thật ý nghĩa, cảm ơn bạn nhiều nhé!",non-toxic
CMT_08409,Thằng bệnh hoạn này lại lên cơn à?,toxic
CMT_08410,Phải công nhận là đội bạn chơi rất hay ở hiệp 2.,non-toxic
CMT_08411,Thật ngưỡng mộ sự kiên trì và nỗ lực của cô ấy.,non-toxic
CMT_08412,"Cái thứ vô dụng, sống làm gì cho chật đất.",toxic
CMT_08413,Bạn có thể chia sẻ kinh nghiệm chọn mua sản phẩm này không?,non-toxic
CMT_08414,Bài hát này nghe lại nhớ về tuổi thơ quá.,non-toxic
CMT_08415,Mặt dày như thế thì nói gì cũng được thôi.,toxic
CMT_08416,Mình thấy việc này cần được xem xét kỹ lưỡng hơn nữa.,non-toxic
CMT_08417,Công nghệ mới này hứa hẹn sẽ mang lại nhiều tiện ích.,non-toxic
CMT_08418,"Đồ con chó, câm mồm đi!",toxic
CMT_08419,Sáng tạo thật sự! Rất thích ý tưởng này.,non-toxic
CMT_08420,"Thứ 7 máu chảy về tim, cuối tuần vui vẻ nhé cả nhà!",non-toxic
CMT_08421,Chính phủ nên có chính sách mạnh tay hơn để xử lý vấn đề rác thải nhựa. Nhìn biển mà xót xa quá.,non-toxic
CMT_08422,"Con nhỏ này hát dở như hạch mà cũng đòi làm ca sĩ, đúng là thảm họa showbiz!",toxic
CMT_08423,"Mấy nay mạng lag kinh khủng, không biết có ai bị giống mình không nhỉ?",non-toxic
CMT_08424,"Thằng thủ môn trận này đúng là thằng bán độ, bắt như mơ ngủ, đáng ra phải thắng rồi!",toxic
CMT_08425,"Học phí đại học tăng chóng mặt, áp lực tài chính đè nặng lên sinh viên và gia đình.",non-toxic
CMT_08426,"Bộ đồ này đẹp quá, phối màu hài hòa mà vẫn rất cá tính. Xin info shop ạ!",non-toxic
CMT_08427,"Giá vàng hôm nay lại lập đỉnh mới, tình hình này chắc phải giữ tiền mặt thôi.",non-toxic
CMT_08428,"Mấy đứa trẻ trâu bây giờ toàn thích thể hiện, nói năng thì vô học, hết thuốc chữa!",toxic
CMT_08429,"Phim này xem cuốn thật sự, từ kịch bản đến diễn xuất đều đỉnh của chóp. Highly recommend!",non-toxic
CMT_08430,"Thông tin về vắc-xin mới này nghe có vẻ hứa hẹn, hy vọng sớm được triển khai rộng rãi.",non-toxic
CMT_08431,"Team mình đánh ngu vcl, thua liên tục mấy trận rồi, chắc là do thằng mid feed quá!",toxic
CMT_08432,"Quán ăn này decor xinh xắn, đồ ăn cũng ổn áp nhưng hơi đắt so với chất lượng.",non-toxic
CMT_08433,"Áp lực công việc ngày càng cao, nhiều người trẻ bị burnout sớm. Cần có giải pháp cân bằng hơn.",non-toxic
CMT_08434,"Mấy ông quan chức toàn nói phét, hứa hẹn đủ điều mà có làm được cái gì đâu!",toxic
CMT_08435,"Buổi concert của idol hôm qua cháy quá trời, visual đỉnh cao, giọng hát live không chê vào đâu được.",non-toxic
CMT_08436,"Cái loại người vô ý thức như mày thì sớm muộn cũng bị quả báo thôi, cứ chờ đấy!",toxic
CMT_08437,"Con điện thoại mới ra mắt này có vẻ ngon, pin trâu, camera chụp đẹp. Đang định đổi đây.",non-toxic
CMT_08438,"Sáng nào đi làm cũng tắc đường, chán thật sự. Ước gì có thể dịch chuyển tức thời.",non-toxic
CMT_08439,"Cái trend 'flex' bây giờ hơi quá đà rồi đấy, có những cái flex nhìn mà thấy ngứa mắt.",non-toxic
CMT_08440,"Thấy tin tức về thiên tai mà thương quá, mong mọi người được an toàn và sớm ổn định lại cuộc sống.",non-toxic
CMT_08441,"Con nhỏ này hết phốt này đến phốt khác, có khi nào bị nghiệp quật không nhỉ? Đáng đời!",toxic
CMT_08442,"Dịch vụ công trực tuyến giờ tiện lợi hơn nhiều, tiết kiệm thời gian và công sức đáng kể.",non-toxic
CMT_08443,"Chúc mừng đoàn thể thao Việt Nam đã giành được thêm huy chương vàng, tự hào quá!",non-toxic
CMT_08444,"Mấy người già mà vô duyên, nói chuyện cứ thích xen vào chuyện người khác, đúng là hãm tài!",toxic
CMT_08445,"Đọc cuốn sách này thấy hay ghê, mở mang được nhiều kiến thức mới về tư duy tích cực.",non-toxic
CMT_08446,"Địa điểm du lịch này đẹp mê ly luôn mọi người ơi, cảnh sắc thiên nhiên hùng vĩ, không khí trong lành.",non-toxic
CMT_08447,"Tình trạng giao thông ở mấy thành phố lớn đúng là ác mộng, kẹt xe triền miên, bực mình vãi.",non-toxic
CMT_08448,"Kiểu dạy con như thế này thì hỏng hết một thế hệ, đúng là thiếu trách nhiệm!",toxic
CMT_08449,"Công thức món ăn này dễ làm mà lại ngon, ai vụng mấy cũng làm được. Sẽ thử ngay!",non-toxic
CMT_08450,"Tình hình thế giới đang căng thẳng quá, mong các bên giữ được hòa khí, đừng để xảy ra chiến tranh.",non-toxic
CMT_08451,Giá nhà đất cứ tăng phi mã thế này thì người lao động biết bao giờ mới mua được nhà ở thành phố?,non-toxic
CMT_08452,"Cái meme này hài vãi chưởng, xem đi xem lại vẫn thấy mắc cười. Ai nghĩ ra mà lầy lội thế!",non-toxic
CMT_08453,"Buổi triển lãm nghệ thuật này thật sự ấn tượng, các tác phẩm đều rất có chiều sâu và ý nghĩa.",non-toxic
CMT_08454,"Mấy cái đứa vô ý thức xả rác bừa bãi ở nơi công cộng, đúng là đồ ăn hại của xã hội!",toxic
